latitude,longitude,hour,crime_density,poi_count,is_night,is_isolated,risk_label
23.23881699724,77.41167857138042,6,3.8,5,1,0,0
23.2993783426531,77.41412296811353,5,5.1,8,1,0,1
23.24675666141341,77.39954270012531,10,1.2,12,0,0,0
23.27801020317667,77.43463477250268,11,3.8,5,0,0,0
23.28200654190149,77.47758617920226,17,2.5,3,0,1,0
23.227728168328827,77.38022925670094,18,7.9,4,0,1,1
23.345437694164684,77.49016495581301,9,6.7,10,0,0,1
23.31626992350417,77.45336314806224,20,9.0,6,1,0,1
23.340924841234628,77.473490981902,13,1.2,7,0,0,0
23.33422410256415,77.4334286038945,2,2.5,4,1,1,0
23.289684996821663,77.4669275052136,17,2.5,8,0,0,0
23.338281135253467,77.35243005960092,23,1.2,5,1,0,0
23.213273875307788,77.47275706371693,14,2.5,2,0,1,0
23.229397429362873,77.3560208288628,5,5.1,3,1,1,1
23.20678409333658,77.48348700645442,9,2.5,3,0,1,0
23.24879954961449,77.4987944120858,11,3.8,6,0,0,0
23.25830159345342,77.39411011932651,6,7.9,2,1,1,2
23.240702354766086,77.38154778344287,16,5.1,5,0,0,1
23.32431062637279,77.46480450457871,0,3.8,4,1,1,0
23.253512999004037,77.38795395113803,17,2.5,6,0,0,0
23.242140176453105,77.47983435747582,14,3.8,4,0,1,0
23.281404412473737,77.36542638882362,18,1.2,5,0,0,0
23.221138633746214,77.3688932794569,0,5.1,5,1,0,1
23.320329547113108,77.49687273326509,4,2.5,6,1,0,0
23.211182596551964,77.4510758347405,14,6.7,3,0,1,1
23.34803304049008,77.47703308366434,2,6.7,8,1,0,1
23.3158367153945,77.39864940660273,0,5.1,2,1,1,1
23.229807352230125,77.4514725624281,7,2.5,12,0,0,0
23.20082831756854,77.43913627409628,11,2.5,8,0,0,0
23.322319214268227,77.44047251801844,21,6.7,6,1,0,1
23.306028601577143,77.45237986893066,18,3.8,4,0,1,0
23.30935107520615,77.43630387596936,11,2.5,6,0,0,0
23.31569055200289,77.41435935539539,12,2.5,3,0,1,0
23.211106697760112,77.39138840415708,0,1.2,4,1,1,0
23.25376985928164,77.46528719963698,18,6.7,5,0,0,1
23.217380358928768,77.38394086450047,5,2.5,6,1,0,0
23.329465513881342,77.45385314592316,7,3.8,8,0,0,0
23.293494719024135,77.38499992339739,3,3.8,4,1,1,0
23.249634703727896,77.44379952549316,4,3.8,5,1,0,0
23.209533752542903,77.46206174006936,21,7.9,5,1,0,1
23.246647348257348,77.38280708333598,6,6.7,7,1,0,1
23.248777498304012,77.35899149512919,22,3.8,5,1,0,0
23.30944092675071,77.36964606144912,3,1.2,7,1,0,0
23.29563362070328,77.44089954509064,19,3.8,4,1,1,0
23.33308191138645,77.47741696093387,3,5.1,12,1,0,1
23.270832238774293,77.35674952318531,14,3.8,3,0,1,0
23.217939136890745,77.46012268885625,20,5.1,0,1,1,1
23.30698671808345,77.4011977968925,4,1.2,10,1,0,0
23.314117757292536,77.42177925548792,23,5.1,14,1,0,1
23.284191579635426,77.48932893247684,8,2.5,6,0,0,0
23.315645076993185,77.39979572571038,1,6.7,5,1,0,1
23.27406933945466,77.41980054009092,6,2.5,3,1,1,0
23.2784099244073,77.3520523622141,16,5.1,3,0,1,1
23.264131152753784,77.36223980800072,15,1.2,7,0,0,0
23.203812869011614,77.38878873867021,16,3.8,6,0,0,0
23.216183714048995,77.35417783612316,19,5.1,5,1,0,1
23.20471437785301,77.44470629890724,22,2.5,4,1,1,0
23.295461561689567,77.41395975352025,1,6.7,6,1,0,1
23.247153397161448,77.43222178040921,10,5.1,10,0,0,1
23.276285603674705,77.37619707788444,1,5.1,3,1,1,1
23.336134971088914,77.39438980441548,0,2.5,2,1,1,0
23.23739383437233,77.44957367122791,1,3.8,5,1,0,0
23.261557438455345,77.49479540854456,22,5.1,7,1,0,1
23.31333267078146,77.35756251604033,8,3.8,7,0,0,0
23.23431972482374,77.48355764812828,21,5.1,10,1,0,1
23.211546986474318,77.43653218019668,1,3.8,7,1,0,0
23.243462717937064,77.43458793501334,14,2.5,8,0,0,0
23.224183193088102,77.42504178028116,9,2.5,8,0,0,0
23.339454647851387,77.36040911288562,14,1.2,7,0,0,0
23.321218056934665,77.36348152776041,9,2.5,3,0,1,0
23.295010563476563,77.44013680084886,22,5.1,7,1,0,1
23.33071908852816,77.40114378571533,16,6.7,6,0,0,1
23.32055081153487,77.48759020998665,8,2.5,5,0,0,0
23.227985508832905,77.41098858060391,17,9.0,9,0,0,1
23.333883849773496,77.37149221880539,3,3.8,4,1,1,0
23.280901336287346,77.4572078250253,8,7.9,9,0,0,1
23.32111602327461,77.39400301321615,15,5.1,5,0,0,1
23.334413694988527,77.42882054610338,3,5.1,5,1,0,1
23.24770052124578,77.45467491782577,15,1.2,9,0,0,0
23.216507788679152,77.48503961668031,18,2.5,7,0,0,0
23.23419027438129,77.46882867922025,0,1.2,4,1,1,0
23.26406616829394,77.4514541601809,22,5.1,9,1,0,1
23.322702214888373,77.45194497735928,5,2.5,6,1,0,0
23.329109587488453,77.49188869660482,9,6.7,4,0,1,1
23.201042819579676,77.39437361462447,15,2.5,5,0,0,0
23.276612095386636,77.35016681412942,3,6.7,4,1,1,1
23.262611650472316,77.39079318390972,21,1.2,10,1,0,0
23.23331617157061,77.38268370694401,21,1.2,5,1,0,0
23.21797980510005,77.4492751877671,12,2.5,7,0,0,0
23.250642275710543,77.44505673996483,15,3.8,6,0,0,0
23.34143645558688,77.4390192074057,19,2.5,3,1,1,0
23.248480439803114,77.35243651648142,5,6.7,6,1,0,1
23.277818593261504,77.45931670816759,10,1.2,8,0,0,0
23.305452843834278,77.39852956187282,23,2.5,9,1,0,0
23.254544440356895,77.449758398351,2,6.7,13,1,0,1
23.345767312408146,77.43348676427532,19,1.2,5,1,0,0
23.344367094241317,77.40140963881419,9,7.9,7,0,0,1
23.237767344373804,77.37018644006561,0,9.0,6,1,0,1
23.274587275883857,77.36416283464906,19,1.2,7,1,0,0
23.245131746472516,77.47472774996683,10,2.5,4,0,1,0
23.24272607415662,77.48775963131223,11,2.5,5,0,0,0
23.20553304210318,77.44746820701464,13,6.7,10,0,0,1
23.291434650096985,77.36551511722907,7,5.1,1,0,1,1
23.27540185348433,77.41030408253323,10,5.1,7,0,0,1
23.2077218126875,77.45934088001577,3,6.7,7,1,0,1
23.24179696963549,77.46697313260151,6,1.2,4,1,1,0
23.336239882895,77.36773279334366,9,6.7,3,0,1,1
23.235934283600045,77.3500046078268,18,5.1,4,0,1,1
23.221734230813684,77.45682055688209,3,3.8,1,1,1,0
23.273417914041634,77.40348942639793,1,7.9,5,1,0,1
23.347847568116592,77.38817219974274,20,5.1,4,1,1,1
23.236308290726726,77.35193462046843,17,2.5,9,0,0,0
23.30082033211088,77.43104491101423,13,3.8,8,0,0,0
23.31424294229931,77.4776726103139,15,3.8,4,0,1,0
23.23564563159886,77.49364474694089,21,1.2,8,1,0,0
23.30923245229178,77.43486174259199,10,9.0,1,0,1,1
23.25516746990789,77.42716919916099,9,1.2,3,0,1,0
23.294845874589036,77.36275845782338,16,5.1,6,0,0,1
23.295029456614134,77.4323309202314,13,3.8,8,0,0,0
23.280366202611216,77.4069968618448,21,1.2,6,1,0,0
23.21354346550816,77.44107029213254,3,7.9,7,1,0,1
23.32529537433839,77.40830895218149,18,6.7,5,0,0,1
23.248117009745762,77.38604486851754,1,3.8,4,1,1,0
23.227977776559978,77.36424479128425,6,2.5,4,1,1,0
23.206116271233213,77.39723776668833,8,1.2,7,0,0,0
23.28863394147824,77.36449672514316,18,2.5,4,0,1,0
23.30163465427634,77.37653454262359,15,2.5,4,0,1,0
23.202488174339177,77.49810042378694,21,3.8,8,1,0,0
23.276813958744892,77.41661553353599,15,9.0,6,0,0,1
23.23397436627969,77.42978076497575,17,3.8,6,0,0,0
23.29677591856142,77.48104277931058,22,7.9,5,1,0,1
23.226154964350748,77.49933533507361,20,5.1,6,1,0,1
23.30364066071537,77.4374071674017,20,3.8,6,1,0,0
23.25801030194508,77.47187107315662,10,6.7,4,0,1,1
23.34050949831051,77.3990411536505,6,3.8,2,1,1,0
23.220628141621898,77.39586159361708,8,6.7,6,0,0,1
23.251159952657538,77.41040555814918,3,2.5,6,1,0,0
23.21702102818609,77.45087608940105,12,1.2,4,0,1,0
23.338704042741785,77.45232875338826,3,6.7,4,1,1,1
23.33160090300715,77.39728591519741,18,5.1,4,0,1,1
23.238691244157273,77.3699814886205,1,7.9,8,1,0,1
23.29899760690513,77.44485943846982,8,7.9,5,0,0,1
23.322583330030184,77.36924887932831,11,1.2,5,0,0,0
23.28328012173992,77.4367738762344,1,3.8,4,1,1,0
23.279447586753403,77.45401331920844,5,2.5,5,1,0,0
23.23627784363507,77.45509172445917,4,5.1,5,1,0,1
23.213965415170886,77.46302081659894,4,6.7,6,1,0,1
23.334582363693,77.48092891323485,19,2.5,7,1,0,0
23.3350627085745,77.42499384879471,21,3.8,8,1,0,0
23.294965218590992,77.45953737842943,4,5.1,8,1,0,1
23.250854468657305,77.44287591030488,3,1.2,12,1,0,0
23.2523814361919,77.37799599096965,8,6.7,4,0,1,1
23.308893351830537,77.35385344673041,21,5.1,2,1,1,1
23.33456653899289,77.39268120785154,9,7.9,4,0,1,1
23.33306296363977,77.41645505595064,15,2.5,3,0,1,0
23.316981331878644,77.4425658916643,9,1.2,11,0,0,0
23.296304746923145,77.47749389957548,9,3.8,8,0,0,0
23.21262099474926,77.37943685750592,18,1.2,8,0,0,0
23.22424430711419,77.36883246848477,9,9.0,6,0,0,1
23.334783128279064,77.49452199212115,5,1.2,11,1,0,0
23.29096435894894,77.36620668390646,16,6.7,3,0,1,1
23.201379557742495,77.42177366051608,4,3.8,3,1,1,0
23.215220731429905,77.43783455931899,5,2.5,2,1,1,0
23.29952526536621,77.43120616313611,23,1.2,6,1,0,0
23.200759237576932,77.36290482355494,14,5.1,4,0,1,1
23.224121207712624,77.35855403710053,18,5.1,14,0,0,1
23.28231006840499,77.36582251411915,17,2.5,5,0,0,0
23.303784279653904,77.4378381525809,3,7.9,5,1,0,1
23.29779418892539,77.43165173314515,7,2.5,8,0,0,0
23.233640396419084,77.38506111880551,15,3.8,8,0,0,0
23.30682688320213,77.44566612127683,23,3.8,7,1,0,0
23.23558736312452,77.47301012530835,18,1.2,6,0,0,0
23.24880995472389,77.35623684397699,19,7.9,10,1,0,1
23.311973710767706,77.4247194915322,2,2.5,4,1,1,0
23.297444934857083,77.4533965618154,9,1.2,9,0,0,0
23.327383511574126,77.38784678906045,1,3.8,8,1,0,0
23.29864193384505,77.39616563579396,3,5.1,6,1,0,1
23.28524629050032,77.4420456854484,5,3.8,6,1,0,0
23.214051215174212,77.48469029401656,10,5.1,10,0,0,1
23.255157370458914,77.47148866304543,13,1.2,8,0,0,0
23.23978035515226,77.43746953286494,15,2.5,9,0,0,0
23.23659844650686,77.45953325766358,20,6.7,4,1,1,1
23.34595158321287,77.40472337053117,18,1.2,4,0,1,0
23.258964658700013,77.44614482921482,1,6.7,8,1,0,1
23.333806983276567,77.41992723866913,16,1.2,6,0,0,0
23.29467079389959,77.37849042046862,8,6.7,4,0,1,1
23.319221695531247,77.45526074108159,16,2.5,4,0,1,0
23.27539556396578,77.43346969560233,14,5.1,6,0,0,1
23.286535582693954,77.40379323729303,6,1.2,10,1,0,0
23.27387765407283,77.4867008785118,21,1.2,6,1,0,0
23.229286448169706,77.353140117674,22,2.5,5,1,0,0
23.308367817289227,77.39736597268742,18,1.2,2,0,1,0
23.24211585436613,77.35853220966663,2,2.5,8,1,0,0
23.20364739496472,77.46497909743324,0,3.8,6,1,0,0
23.296820844386076,77.45531611811707,3,5.1,5,1,0,1
23.226566601911056,77.39970283281045,17,6.7,10,0,0,1
23.34106878765294,77.45134943533105,7,5.1,2,0,1,1
23.343089286550388,77.4093905839294,18,5.1,10,0,0,1
23.33722965853307,77.46343806871336,22,3.8,1,1,1,0
23.255523805038315,77.4181275494105,22,3.8,6,1,0,0
23.20231849247933,77.41184195917475,5,3.8,4,1,1,0
23.33924778438816,77.49020948732324,0,6.7,7,1,0,1
23.264227622247596,77.3876318649836,7,2.5,3,0,1,0
23.344998222856553,77.36806710099948,0,1.2,4,1,1,0
23.34454299656339,77.43768146698892,18,5.1,5,0,0,1
23.327951418320104,77.49539827184263,10,2.5,5,0,0,0
23.244167333810438,77.40667588205908,20,7.9,4,1,1,2
23.257764659290288,77.35930551454432,23,6.7,3,1,1,1
23.32767050072753,77.40089579009643,14,1.2,7,0,0,0
23.247538300773442,77.42588974814794,22,1.2,9,1,0,0
23.225423912002913,77.37428845099483,10,3.8,11,0,0,0
23.283520189368755,77.44871533270847,18,5.1,7,0,0,1
23.34042321612412,77.49966240835153,20,2.5,9,1,0,0
23.304404469501247,77.41776092139722,9,5.1,5,0,0,1
23.285509175513404,77.40320928350953,23,5.1,7,1,0,1
23.214576474065616,77.41010562502517,11,2.5,7,0,0,0
23.292251084004874,77.36727192675927,0,1.2,4,1,1,0
23.348508077515643,77.48249104021393,23,6.7,6,1,0,1
23.221012602285477,77.4122238483282,6,2.5,4,1,1,0
23.27774944785456,77.40809116171373,16,6.7,5,0,0,1
23.331605960789194,77.44895354093957,9,3.8,6,0,0,0
23.311115292663132,77.41630501313966,5,3.8,3,1,1,0
23.30455236114929,77.44723502032117,16,7.9,5,0,0,1
23.305372612598067,77.35921694351961,17,6.7,7,0,0,1
23.253923672682962,77.47205850155834,4,2.5,9,1,0,0
23.244038776639673,77.4910755929319,17,2.5,7,0,0,0
23.321404173321778,77.4473148079239,16,6.7,6,0,0,1
23.321517009201877,77.49318488932882,21,3.8,6,1,0,0
23.330060847787017,77.37271484715549,15,2.5,7,0,0,0
23.33698608288347,77.42161242842205,7,7.9,3,0,1,1
23.27670135982914,77.44027101009182,23,2.5,7,1,0,0
23.27522744420308,77.43726049711317,12,1.2,10,0,0,0
23.319744276845018,77.41021926686335,23,1.2,6,1,0,0
23.297494589616665,77.40071266140494,15,5.1,8,0,0,1
23.305295031588656,77.36902360338256,10,5.1,5,0,0,1
23.319368900415416,77.40876136758433,5,2.5,5,1,0,0
23.333500801272635,77.37439912226581,2,2.5,9,1,0,0
23.25069927352773,77.46015485147383,0,2.5,3,1,1,0
23.25633744289599,77.38132464032418,17,5.1,4,0,1,1
23.21409729097613,77.35878479579267,4,1.2,11,1,0,0
23.286742021149426,77.43285492067258,12,7.9,6,0,0,1
23.20539134106951,77.43928445990791,9,2.5,10,0,0,0
23.26983970271987,77.48078695919207,4,9.0,2,1,1,2
23.281396695206137,77.43654724186266,13,1.2,5,0,0,0
23.242981187819243,77.40182212805851,16,6.7,3,0,1,1
23.288624989085353,77.47045178222895,0,2.5,8,1,0,0
23.204575037490855,77.43104183397811,1,1.2,7,1,0,0
23.205602228312383,77.36189204269468,6,7.9,6,1,0,1
23.32339008409895,77.43487758404699,9,6.7,7,0,0,1
23.25402859621169,77.48620278181325,19,3.8,7,1,0,0
23.219059076897782,77.40944689382474,6,5.1,7,1,0,1
23.278336489008222,77.39444887028496,23,3.8,8,1,0,0
23.31549903296479,77.37152041855269,15,6.7,7,0,0,1
23.232373154124527,77.3727168282903,4,2.5,4,1,1,0
23.29343357137285,77.41491572265127,11,3.8,12,0,0,0
23.212802119749064,77.43935197362423,16,3.8,7,0,0,0
23.20775225817529,77.36209231077544,15,2.5,7,0,0,0
23.279703194735223,77.49093528835377,19,7.9,6,1,0,1
23.281095268241515,77.46327004261678,15,1.2,12,0,0,0
23.295614485224732,77.43799358774255,18,1.2,5,0,0,0
23.3089137000584,77.47426580064085,14,3.8,8,0,0,0
23.346377811919382,77.36202801352181,11,5.1,2,0,1,1
23.27744505224518,77.42152583165996,20,2.5,12,1,0,0
23.248443470941186,77.44451396902925,9,3.8,3,0,1,0
23.319277929215307,77.47429793591775,21,7.9,4,1,1,2
23.24062483768931,77.46752043400738,1,2.5,4,1,1,0
23.265845713105847,77.391560387457,6,5.1,2,1,1,1
23.21176845720134,77.49113202543388,12,5.1,6,0,0,1
23.20380261151232,77.36865187621463,2,3.8,10,1,0,0
23.34439726220169,77.48127004279317,14,7.9,4,0,1,1
23.32539701807683,77.49564103744069,0,5.1,8,1,0,1
23.304396130914057,77.37657302848339,2,3.8,6,1,0,0
23.26134294166214,77.45830990963057,9,3.8,4,0,1,0
23.225994148010628,77.3560428278167,14,5.1,6,0,0,1
23.22346555640066,77.41081342377088,21,5.1,9,1,0,1
23.23753643472469,77.42744249487964,5,7.9,2,1,1,2
23.282383999705917,77.43709678388645,19,2.5,7,1,0,0
23.30718938840501,77.49039058723729,14,2.5,6,0,0,0
23.29902960650766,77.45083760309413,23,2.5,6,1,0,0
23.241990084541893,77.42219169268289,20,1.2,9,1,0,0
23.343229792099482,77.47145125543989,6,1.2,4,1,1,0
23.310684537504365,77.49257992314315,20,7.9,3,1,1,2
23.28315310787671,77.35330992230234,4,5.1,5,1,0,1
23.291758111935152,77.4973781908384,3,5.1,4,1,1,1
23.26294000936417,77.36291982085955,21,5.1,6,1,0,1
23.237159648425173,77.47215801689032,17,6.7,11,0,0,1
23.25339590179769,77.39205021288271,2,3.8,10,1,0,0
23.313676916569655,77.36982694866307,16,7.9,8,0,0,1
23.202159023294463,77.41597834595707,17,2.5,1,0,1,0
23.217410896076036,77.44659348691714,17,7.9,5,0,0,1
23.20690039630326,77.40714277675352,23,5.1,5,1,0,1
23.206109320347846,77.3581848112424,23,2.5,11,1,0,0
23.328319087601653,77.43991917094881,1,3.8,7,1,0,0
23.305548678907005,77.4853604914166,12,3.8,5,0,0,0
23.2711260743631,77.40748230489208,21,1.2,9,1,0,0
23.21467512409765,77.38244991664462,14,5.1,6,0,0,1
23.273742381267525,77.41638660188993,4,2.5,5,1,0,0
23.271020765617084,77.35725440665732,2,1.2,5,1,0,0
23.225980280486503,77.47307313767205,4,7.9,2,1,1,2
23.265077747385696,77.47395112164253,4,5.1,7,1,0,1
23.259775710159605,77.43820006951444,4,7.9,11,1,0,1
23.292377514707834,77.40296543334075,2,5.1,6,1,0,1
23.29526404763015,77.46996750466687,2,2.5,9,1,0,0
23.206795601465807,77.43320305371826,19,3.8,6,1,0,0
23.25619189219397,77.4738898462825,22,5.1,11,1,0,1
23.293878987357136,77.44471881888745,17,9.0,5,0,0,1
23.275470438787014,77.46766082098192,19,2.5,5,1,0,0
23.32847347617825,77.43978444898266,3,7.9,7,1,0,1
23.29880404474284,77.41212116023235,0,7.9,15,1,0,1
23.224440164062216,77.49369187898893,15,5.1,7,0,0,1
23.210585312110062,77.43116707373183,7,7.9,14,0,0,1
23.296362891730947,77.44076342778108,16,3.8,1,0,1,0
23.203976696581243,77.3830731459122,7,9.0,1,0,1,1
23.28786633719102,77.44384761841408,6,5.1,9,1,0,1
23.341034536213744,77.43574114742243,7,1.2,3,0,1,0
23.286321126681383,77.37772575969205,20,7.9,5,1,0,1
23.25822548893098,77.35893806460297,23,3.8,3,1,1,0
23.296493232766352,77.44065389795722,11,3.8,7,0,0,0
23.26873793357373,77.46455384040254,15,3.8,6,0,0,0
23.28184251839739,77.4285102056383,11,1.2,6,0,0,0
23.34121972131648,77.38401589379794,18,3.8,8,0,0,0
23.257915395670118,77.44997829650396,9,6.7,10,0,0,1
23.344178584573587,77.36201585899144,6,1.2,5,1,0,0
23.335802596293412,77.41627505572029,11,2.5,9,0,0,0
23.229368670218395,77.37450501375976,19,1.2,9,1,0,0
23.210404195131275,77.37766885765897,4,3.8,7,1,0,0
23.215116700206615,77.38034409237373,15,5.1,5,0,0,1
23.20273327384773,77.4080060585566,8,6.7,7,0,0,1
23.21416644411339,77.35767253084306,6,7.9,11,1,0,1
23.302451016012455,77.40966901613936,19,5.1,4,1,1,1
23.210678297269034,77.4267561170672,21,2.5,2,1,1,0
23.247846344544065,77.42249414274495,13,7.9,10,0,0,1
23.32673129664542,77.40741761506045,10,6.7,1,0,1,1
23.203490790360373,77.47587199121061,6,3.8,5,1,0,0
23.32217027238834,77.37179900386307,9,5.1,8,0,0,1
23.24227821621601,77.42585451156721,8,7.9,2,0,1,1
23.21772472414325,77.35930621254347,3,5.1,9,1,0,1
23.304510574804624,77.36067335183168,15,2.5,6,0,0,0
23.294341427016985,77.43607987745156,9,5.1,7,0,0,1
23.331620802029057,77.43490276373318,18,1.2,7,0,0,0
23.310260656570584,77.48170502692666,23,3.8,9,1,0,0
23.320522139557728,77.43368105134901,16,3.8,11,0,0,0
23.242305185885694,77.49396865306073,8,1.2,7,0,0,0
23.226615931566958,77.35730422725999,12,1.2,7,0,0,0
23.31259221274613,77.3647011527171,0,1.2,3,1,1,0
23.32102521089009,77.35660987923555,1,5.1,9,1,0,1
23.3485757713001,77.37779152755003,12,6.7,2,0,1,1
23.261892651536716,77.43119051664125,23,9.0,6,1,0,1
23.255802712868917,77.44683582721412,8,2.5,8,0,0,0
23.3164619441113,77.35683777369229,6,5.1,3,1,1,1
23.25112053103795,77.49189563347684,15,7.9,5,0,0,1
23.339613598840536,77.47632480649756,18,1.2,5,0,0,0
23.328761912776454,77.39449187232356,6,5.1,3,1,1,1
23.264349104106252,77.36157812953397,5,6.7,3,1,1,1
23.312630660168725,77.37548306098286,17,1.2,7,0,0,0
23.313181431112703,77.36904166206324,18,6.7,7,0,0,1
23.21546858032539,77.36849256689484,10,6.7,7,0,0,1
23.335382936001935,77.42778425329986,11,1.2,5,0,0,0
23.27578785586718,77.38687711637401,9,1.2,5,0,0,0
23.32396861991616,77.40372095747936,12,1.2,7,0,0,0
23.24800744015459,77.49842580000765,11,2.5,9,0,0,0
23.33432848427443,77.4526471373388,20,3.8,10,1,0,0
23.258380251810124,77.49234710005705,9,3.8,12,0,0,0
23.201625647722043,77.37138348325496,19,2.5,7,1,0,0
23.335807296462892,77.40732092122488,17,7.9,8,0,0,1
23.21369300151792,77.43320977049235,3,2.5,10,1,0,0
23.247897045638563,77.3615137092833,23,1.2,3,1,1,0
23.34250929505762,77.35062811654419,4,2.5,4,1,1,0
23.342591072040634,77.45056515006954,4,3.8,7,1,0,0
23.286015683218494,77.44627292752021,11,3.8,6,0,0,0
23.29477558182547,77.41161832149994,2,2.5,6,1,0,0
23.267266828296748,77.4234466114048,7,1.2,5,0,0,0
23.24398161575471,77.41231645008881,21,6.7,8,1,0,1
23.24929968180549,77.35360075672673,1,9.0,7,1,0,1
23.300877768411556,77.40030574093261,17,2.5,8,0,0,0
23.312856179415654,77.37656233830958,8,3.8,6,0,0,0
23.31873685655888,77.3647636283652,12,5.1,7,0,0,1
23.318442721419185,77.4935080650834,6,5.1,6,1,0,1
23.213680915457303,77.43990395875632,9,3.8,9,0,0,0
23.274163045705386,77.45929844263549,8,7.9,4,0,1,1
23.208633814002496,77.39730456148992,21,3.8,6,1,0,0
23.28242933234856,77.4089720694241,14,3.8,9,0,0,0
23.266229575206008,77.3855385990845,4,5.1,5,1,0,1
23.333155627413745,77.3645448506448,11,9.0,10,0,0,1
23.252637251882813,77.37685474561623,0,6.7,6,1,0,1
23.21756005246414,77.46962710679448,11,1.2,6,0,0,0
23.221448752307925,77.45163187077756,21,2.5,6,1,0,0
23.31422659475762,77.43203933139782,5,3.8,8,1,0,0
23.29273270949744,77.42126348093001,18,2.5,3,0,1,0
23.215168401418417,77.48836514254842,18,5.1,5,0,0,1
23.21261602091725,77.3609102421668,15,6.7,5,0,0,1
23.30514536971887,77.39209012198569,18,5.1,4,0,1,1
23.21091445095463,77.4024906780356,2,9.0,6,1,0,1
23.323279008893554,77.46736387183192,22,2.5,6,1,0,0
23.305936334073476,77.4988771930243,9,7.9,4,0,1,1
23.212202317096285,77.38610057721357,17,6.7,5,0,0,1
23.212725657112777,77.48114610012055,12,2.5,4,0,1,0
23.347995936775177,77.47459341406477,17,5.1,6,0,0,1
23.256140619363418,77.38369860964626,2,1.2,9,1,0,0
23.255596322060033,77.40989988702988,22,6.7,5,1,0,1
23.321919935088626,77.41145093039387,2,3.8,3,1,1,0
23.34208728660758,77.49673310027899,22,2.5,8,1,0,0
23.34790015957343,77.37713378520684,11,5.1,5,0,0,1
23.313006727788842,77.46987369566571,19,5.1,1,1,1,1
23.25643893782964,77.40012890712596,6,2.5,4,1,1,0
23.2125251075048,77.45963055186643,23,1.2,5,1,0,0
23.316572037389115,77.41300165064435,7,3.8,10,0,0,0
23.28376063746037,77.43675396446748,8,3.8,8,0,0,0
23.263633301387046,77.47489176599892,13,7.9,3,0,1,1
23.335953157764212,77.47062483474758,4,7.9,5,1,0,1
23.21667962234592,77.47996347753096,20,3.8,6,1,0,0
23.273893765643628,77.35894259880169,18,6.7,9,0,0,1
23.201703046715114,77.45380758295596,20,3.8,7,1,0,0
23.27029909629912,77.37099810650825,15,5.1,4,0,1,1
23.208445491352276,77.41237278520276,23,2.5,7,1,0,0
23.21782268744021,77.4322882622582,11,2.5,6,0,0,0
23.217628937016567,77.41041092271202,20,5.1,7,1,0,1
23.29738154531741,77.42794175137045,3,1.2,6,1,0,0
23.311906731889813,77.4994789463198,7,5.1,11,0,0,1
23.287505314764573,77.37028259705693,6,6.7,6,1,0,1
